txn_id,date,period,doc_type,doc_id,gl_account,gl_account_name,statement_section,counterparty_id,counterparty_name,counterparty_type,segment,category,sku,description,quantity,unit_price,amount,signed_amount,memo
TXN-0014994,2026-04-12,2026-04,INVOICE,SO-202604-01040,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Institutional,Disposables,SKU-1035,COGS - Paper Cup Sleeve,39,18.8497,735.14,-735.14,
TXN-0014995,2026-04-12,2026-04,INVOICE,SO-202604-01040,4000,Product Revenue,Revenue,CUST-032,Ashford Dining Co,customer,Institutional,Beverage Equipment,SKU-1022,Draft Beer Cooler,2,3305.6076,6611.22,6611.22,
TXN-0014996,2026-04-12,2026-04,INVOICE,SO-202604-01040,5000,Product COGS,COGS,VEND-003,Aurelio Beverage Systems,vendor,Institutional,Beverage Equipment,SKU-1022,COGS - Draft Beer Cooler,2,2451.7091,4903.42,-4903.42,
TXN-0014997,2026-04-12,2026-04,INVOICE,SO-202604-01040,4000,Product Revenue,Revenue,CUST-032,Ashford Dining Co,customer,Institutional,Disposables,SKU-1033,Takeout Container,88,42.2511,3718.09,3718.09,
TXN-0014998,2026-04-12,2026-04,INVOICE,SO-202604-01040,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Institutional,Disposables,SKU-1033,COGS - Takeout Container,88,27.9502,2459.62,-2459.62,
TXN-0014999,2026-04-12,2026-04,INVOICE,SO-202604-01040,4000,Product Revenue,Revenue,CUST-032,Ashford Dining Co,customer,Institutional,Smallwares,SKU-1027,Tongs,28,140.3002,3928.41,3928.41,
TXN-0015000,2026-04-12,2026-04,INVOICE,SO-202604-01040,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Institutional,Smallwares,SKU-1027,COGS - Tongs,28,81.5707,2283.98,-2283.98,
TXN-0015001,2026-04-12,2026-04,INVOICE,SO-202604-01040,4000,Product Revenue,Revenue,CUST-032,Ashford Dining Co,customer,Institutional,Disposables,SKU-1033,Takeout Container,25,46.2722,1156.81,1156.81,
TXN-0015002,2026-04-12,2026-04,INVOICE,SO-202604-01040,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Institutional,Disposables,SKU-1033,COGS - Takeout Container,25,30.5373,763.43,-763.43,
TXN-0015003,2026-04-12,2026-04,INVOICE,SO-202604-01040,4000,Product Revenue,Revenue,CUST-032,Ashford Dining Co,customer,Institutional,Disposables,SKU-1034,Napkin Case,102,72.5367,7398.74,7398.74,
TXN-0015004,2026-04-12,2026-04,INVOICE,SO-202604-01040,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Institutional,Disposables,SKU-1034,COGS - Napkin Case,102,48.4771,4944.67,-4944.67,
TXN-0015005,2026-04-12,2026-04,INVOICE,SO-202604-01040,4000,Product Revenue,Revenue,CUST-032,Ashford Dining Co,customer,Institutional,Cooking Equipment,SKU-1010,Convection Oven,1,5944.0739,5944.07,5944.07,
TXN-0015006,2026-04-12,2026-04,INVOICE,SO-202604-01040,5000,Product COGS,COGS,VEND-002,Kettleworks Manufacturing,vendor,Institutional,Cooking Equipment,SKU-1010,COGS - Convection Oven,1,4660.3731,4660.37,-4660.37,
TXN-0015007,2026-04-12,2026-04,INVOICE,SO-202604-01040,4000,Product Revenue,Revenue,CUST-032,Ashford Dining Co,customer,Institutional,Disposables,SKU-1037,Glove Case,138,58.741,8106.26,8106.26,
TXN-0015008,2026-04-12,2026-04,INVOICE,SO-202604-01040,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Institutional,Disposables,SKU-1037,COGS - Glove Case,138,39.2407,5415.22,-5415.22,
TXN-0015009,2026-04-12,2026-04,INVOICE,SO-202604-01040,4000,Product Revenue,Revenue,CUST-032,Ashford Dining Co,customer,Institutional,Smallwares,SKU-1031,Ladle,32,100.0709,3202.27,3202.27,
TXN-0015010,2026-04-12,2026-04,INVOICE,SO-202604-01040,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Institutional,Smallwares,SKU-1031,COGS - Ladle,32,58.3469,1867.1,-1867.1,
TXN-0015011,2026-04-12,2026-04,INVOICE,SO-202604-01040,4000,Product Revenue,Revenue,CUST-032,Ashford Dining Co,customer,Institutional,Smallwares,SKU-1026,Mixing Bowl Set,73,109.5409,7996.48,7996.48,
TXN-0015012,2026-04-12,2026-04,INVOICE,SO-202604-01040,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Institutional,Smallwares,SKU-1026,COGS - Mixing Bowl Set,73,64.9479,4741.2,-4741.2,
TXN-0015013,2026-04-20,2026-04,INVOICE,SO-202604-01041,4000,Product Revenue,Revenue,CUST-033,Norwood Tavern,customer,Independent Restaurant,Smallwares,SKU-1030,Whisk,73,106.3802,7765.75,7765.75,
TXN-0015014,2026-04-20,2026-04,INVOICE,SO-202604-01041,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Independent Restaurant,Smallwares,SKU-1030,COGS - Whisk,73,61.9457,4522.03,-4522.03,
TXN-0015015,2026-04-20,2026-04,INVOICE,SO-202604-01041,4000,Product Revenue,Revenue,CUST-033,Norwood Tavern,customer,Independent Restaurant,Disposables,SKU-1040,Portion Cup,110,51.3664,5650.3,5650.3,
TXN-0015016,2026-04-20,2026-04,INVOICE,SO-202604-01041,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Independent Restaurant,Disposables,SKU-1040,COGS - Portion Cup,110,34.3087,3773.95,-3773.95,
TXN-0015017,2026-04-20,2026-04,INVOICE,SO-202604-01041,4000,Product Revenue,Revenue,CUST-033,Norwood Tavern,customer,Independent Restaurant,Smallwares,SKU-1026,Mixing Bowl Set,25,108.7578,2718.95,2718.95,
TXN-0015018,2026-04-20,2026-04,INVOICE,SO-202604-01041,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Independent Restaurant,Smallwares,SKU-1026,COGS - Mixing Bowl Set,25,63.9753,1599.38,-1599.38,
TXN-0015019,2026-04-20,2026-04,INVOICE,SO-202604-01041,4000,Product Revenue,Revenue,CUST-033,Norwood Tavern,customer,Independent Restaurant,Disposables,SKU-1038,Deli Paper,51,34.8809,1778.92,1778.92,
TXN-0015020,2026-04-20,2026-04,INVOICE,SO-202604-01041,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Independent Restaurant,Disposables,SKU-1038,COGS - Deli Paper,51,22.8831,1167.04,-1167.04,
TXN-0015021,2026-04-20,2026-04,INVOICE,SO-202604-01041,4000,Product Revenue,Revenue,CUST-033,Norwood Tavern,customer,Independent Restaurant,Disposables,SKU-1036,Foil Roll,64,29.1061,1862.79,1862.79,
TXN-0015022,2026-04-20,2026-04,INVOICE,SO-202604-01041,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Independent Restaurant,Disposables,SKU-1036,COGS - Foil Roll,64,19.3955,1241.31,-1241.31,
TXN-0015023,2026-04-20,2026-04,INVOICE,SO-202604-01041,4000,Product Revenue,Revenue,CUST-033,Norwood Tavern,customer,Independent Restaurant,Smallwares,SKU-1032,Storage Container,13,16.9901,220.87,220.87,
TXN-0015024,2026-04-20,2026-04,INVOICE,SO-202604-01041,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Independent Restaurant,Smallwares,SKU-1032,COGS - Storage Container,13,9.9831,129.78,-129.78,
TXN-0015025,2026-04-20,2026-04,INVOICE,SO-202604-01041,4000,Product Revenue,Revenue,CUST-033,Norwood Tavern,customer,Independent Restaurant,Disposables,SKU-1036,Foil Roll,34,31.1128,1057.83,1057.83,
TXN-0015026,2026-04-20,2026-04,INVOICE,SO-202604-01041,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Independent Restaurant,Disposables,SKU-1036,COGS - Foil Roll,34,20.3302,691.23,-691.23,
TXN-0015027,2026-04-20,2026-04,INVOICE,SO-202604-01041,4000,Product Revenue,Revenue,CUST-033,Norwood Tavern,customer,Independent Restaurant,Smallwares,SKU-1026,Mixing Bowl Set,70,118.7291,8311.04,8311.04,
TXN-0015028,2026-04-20,2026-04,INVOICE,SO-202604-01041,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Independent Restaurant,Smallwares,SKU-1026,COGS - Mixing Bowl Set,70,70.5751,4940.25,-4940.25,
TXN-0015029,2026-04-20,2026-04,INVOICE,SO-202604-01041,4000,Product Revenue,Revenue,CUST-033,Norwood Tavern,customer,Independent Restaurant,Smallwares,SKU-1031,Ladle,52,110.4534,5743.58,5743.58,
TXN-0015030,2026-04-20,2026-04,INVOICE,SO-202604-01041,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Independent Restaurant,Smallwares,SKU-1031,COGS - Ladle,52,64.9451,3377.15,-3377.15,
TXN-0015031,2026-04-20,2026-04,INVOICE,SO-202604-01041,4000,Product Revenue,Revenue,CUST-033,Norwood Tavern,customer,Independent Restaurant,Refrigeration,SKU-1007,Ice Machine,1,6513.2909,6513.29,6513.29,
TXN-0015032,2026-04-20,2026-04,INVOICE,SO-202604-01041,5000,Product COGS,COGS,VEND-001,Northline Cold Systems,vendor,Independent Restaurant,Refrigeration,SKU-1007,COGS - Ice Machine,1,5101.6868,5101.69,-5101.69,
TXN-0015033,2026-04-29,2026-04,INVOICE,SO-202604-01042,4000,Product Revenue,Revenue,CUST-034,Ravensworth Eatery,customer,Independent Restaurant,Disposables,SKU-1033,Takeout Container,134,44.7475,5996.17,5996.17,
TXN-0015034,2026-04-29,2026-04,INVOICE,SO-202604-01042,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Independent Restaurant,Disposables,SKU-1033,COGS - Takeout Container,134,29.149,3905.97,-3905.97,
TXN-0015035,2026-04-29,2026-04,INVOICE,SO-202604-01042,4000,Product Revenue,Revenue,CUST-034,Ravensworth Eatery,customer,Independent Restaurant,Disposables,SKU-1038,Deli Paper,61,34.5304,2106.35,2106.35,
TXN-0015036,2026-04-29,2026-04,INVOICE,SO-202604-01042,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Independent Restaurant,Disposables,SKU-1038,COGS - Deli Paper,61,23.0563,1406.43,-1406.43,
TXN-0015037,2026-04-29,2026-04,INVOICE,SO-202604-01042,4000,Product Revenue,Revenue,CUST-034,Ravensworth Eatery,customer,Independent Restaurant,Janitorial & Chemicals,SKU-1046,Trash Liner Case,6,143.15,858.9,858.9,
TXN-0015038,2026-04-29,2026-04,INVOICE,SO-202604-01042,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Independent Restaurant,Janitorial & Chemicals,SKU-1046,COGS - Trash Liner Case,6,89.5585,537.35,-537.35,
TXN-0015039,2026-04-29,2026-04,INVOICE,SO-202604-01042,4000,Product Revenue,Revenue,CUST-034,Ravensworth Eatery,customer,Independent Restaurant,Disposables,SKU-1036,Foil Roll,85,29.8837,2540.11,2540.11,
TXN-0015040,2026-04-29,2026-04,INVOICE,SO-202604-01042,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Independent Restaurant,Disposables,SKU-1036,COGS - Foil Roll,85,19.6126,1667.07,-1667.07,
TXN-0015041,2026-04-29,2026-04,INVOICE,SO-202604-01042,4000,Product Revenue,Revenue,CUST-034,Ravensworth Eatery,customer,Independent Restaurant,Beverage Equipment,SKU-1020,Juice Dispenser,2,2473.3545,4946.71,4946.71,
TXN-0015042,2026-04-29,2026-04,INVOICE,SO-202604-01042,5000,Product COGS,COGS,VEND-003,Aurelio Beverage Systems,vendor,Independent Restaurant,Beverage Equipment,SKU-1020,COGS - Juice Dispenser,2,1821.1828,3642.37,-3642.37,
TXN-0015043,2026-04-29,2026-04,INVOICE,SO-202604-01042,4000,Product Revenue,Revenue,CUST-034,Ravensworth Eatery,customer,Independent Restaurant,Janitorial & Chemicals,SKU-1042,Sanitizer Tablets,53,63.553,3368.31,3368.31,
TXN-0015044,2026-04-29,2026-04,INVOICE,SO-202604-01042,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Independent Restaurant,Janitorial & Chemicals,SKU-1042,COGS - Sanitizer Tablets,53,39.5188,2094.5,-2094.5,
TXN-0015045,2026-04-29,2026-04,INVOICE,SO-202604-01042,4000,Product Revenue,Revenue,CUST-034,Ravensworth Eatery,customer,Independent Restaurant,Smallwares,SKU-1024,Sheet Pan,57,24.4255,1392.25,1392.25,
TXN-0015046,2026-04-29,2026-04,INVOICE,SO-202604-01042,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Independent Restaurant,Smallwares,SKU-1024,COGS - Sheet Pan,57,14.3193,816.2,-816.2,
TXN-0015047,2026-04-29,2026-04,INVOICE,SO-202604-01042,4000,Product Revenue,Revenue,CUST-034,Ravensworth Eatery,customer,Independent Restaurant,Disposables,SKU-1039,Straw Case,122,56.714,6919.11,6919.11,
TXN-0015048,2026-04-29,2026-04,INVOICE,SO-202604-01042,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Independent Restaurant,Disposables,SKU-1039,COGS - Straw Case,122,37.0312,4517.8,-4517.8,
TXN-0015049,2026-04-29,2026-04,INVOICE,SO-202604-01042,4000,Product Revenue,Revenue,CUST-034,Ravensworth Eatery,customer,Independent Restaurant,Janitorial & Chemicals,SKU-1043,Floor Cleaner,33,171.8174,5669.98,5669.98,
TXN-0015050,2026-04-29,2026-04,INVOICE,SO-202604-01042,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Independent Restaurant,Janitorial & Chemicals,SKU-1043,COGS - Floor Cleaner,33,105.7165,3488.65,-3488.65,
TXN-0015051,2026-04-29,2026-04,INVOICE,SO-202604-01042,4000,Product Revenue,Revenue,CUST-034,Ravensworth Eatery,customer,Independent Restaurant,Smallwares,SKU-1031,Ladle,90,100.1364,9012.28,9012.28,
TXN-0015052,2026-04-29,2026-04,INVOICE,SO-202604-01042,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Independent Restaurant,Smallwares,SKU-1031,COGS - Ladle,90,59.2063,5328.56,-5328.56,
TXN-0015053,2026-04-29,2026-04,INVOICE,SO-202604-01042,4000,Product Revenue,Revenue,CUST-034,Ravensworth Eatery,customer,Independent Restaurant,Disposables,SKU-1037,Glove Case,60,55.3211,3319.27,3319.27,
TXN-0015054,2026-04-29,2026-04,INVOICE,SO-202604-01042,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Independent Restaurant,Disposables,SKU-1037,COGS - Glove Case,60,36.3301,2179.81,-2179.81,
TXN-0015055,2026-04-30,2026-04,INVOICE,SO-202604-01043,4000,Product Revenue,Revenue,CUST-035,Hollow Tavern,customer,Independent Restaurant,Smallwares,SKU-1023,Sauce Pan,48,103.2308,4955.08,4955.08,
TXN-0015056,2026-04-30,2026-04,INVOICE,SO-202604-01043,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Independent Restaurant,Smallwares,SKU-1023,COGS - Sauce Pan,48,60.0494,2882.37,-2882.37,
TXN-0015057,2026-04-30,2026-04,INVOICE,SO-202604-01043,4000,Product Revenue,Revenue,CUST-035,Hollow Tavern,customer,Independent Restaurant,Disposables,SKU-1035,Paper Cup Sleeve,40,29.7093,1188.37,1188.37,
TXN-0015058,2026-04-30,2026-04,INVOICE,SO-202604-01043,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Independent Restaurant,Disposables,SKU-1035,COGS - Paper Cup Sleeve,40,19.495,779.8,-779.8,
TXN-0015059,2026-04-30,2026-04,INVOICE,SO-202604-01043,4000,Product Revenue,Revenue,CUST-035,Hollow Tavern,customer,Independent Restaurant,Disposables,SKU-1039,Straw Case,21,54.739,1149.52,1149.52,
TXN-0015060,2026-04-30,2026-04,INVOICE,SO-202604-01043,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Independent Restaurant,Disposables,SKU-1039,COGS - Straw Case,21,35.7322,750.38,-750.38,
TXN-0015061,2026-04-30,2026-04,INVOICE,SO-202604-01043,4000,Product Revenue,Revenue,CUST-035,Hollow Tavern,customer,Independent Restaurant,Smallwares,SKU-1030,Whisk,40,115.587,4623.48,4623.48,
TXN-0015062,2026-04-30,2026-04,INVOICE,SO-202604-01043,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Independent Restaurant,Smallwares,SKU-1030,COGS - Whisk,40,67.2103,2688.41,-2688.41,
TXN-0015063,2026-04-30,2026-04,INVOICE,SO-202604-01043,4000,Product Revenue,Revenue,CUST-035,Hollow Tavern,customer,Independent Restaurant,Janitorial & Chemicals,SKU-1045,Mop Head,67,165.4161,11082.88,11082.88,
TXN-0015064,2026-04-30,2026-04,INVOICE,SO-202604-01043,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Independent Restaurant,Janitorial & Chemicals,SKU-1045,COGS - Mop Head,67,101.7954,6820.29,-6820.29,
TXN-0015065,2026-04-30,2026-04,INVOICE,SO-202604-01043,4000,Product Revenue,Revenue,CUST-035,Hollow Tavern,customer,Independent Restaurant,Disposables,SKU-1035,Paper Cup Sleeve,83,30.1386,2501.5,2501.5,
TXN-0015066,2026-04-30,2026-04,INVOICE,SO-202604-01043,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Independent Restaurant,Disposables,SKU-1035,COGS - Paper Cup Sleeve,83,19.8002,1643.41,-1643.41,
TXN-0015067,2026-04-30,2026-04,INVOICE,SO-202604-01043,4000,Product Revenue,Revenue,CUST-035,Hollow Tavern,customer,Independent Restaurant,Janitorial & Chemicals,SKU-1043,Floor Cleaner,20,181.2415,3624.83,3624.83,
TXN-0015068,2026-04-30,2026-04,INVOICE,SO-202604-01043,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Independent Restaurant,Janitorial & Chemicals,SKU-1043,COGS - Floor Cleaner,20,111.5376,2230.75,-2230.75,
TXN-0015069,2026-04-30,2026-04,INVOICE,SO-202604-01043,4000,Product Revenue,Revenue,CUST-035,Hollow Tavern,customer,Independent Restaurant,Smallwares,SKU-1028,Hotel Pan,58,126.2499,7322.49,7322.49,
TXN-0015070,2026-04-30,2026-04,INVOICE,SO-202604-01043,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Independent Restaurant,Smallwares,SKU-1028,COGS - Hotel Pan,58,73.8703,4284.48,-4284.48,
TXN-0015071,2026-04-17,2026-04,INVOICE,SO-202604-01044,4000,Product Revenue,Revenue,CUST-036,Tarleton Food Hall,customer,Independent Restaurant,Smallwares,SKU-1025,Chef Knife,79,76.1465,6015.57,6015.57,
TXN-0015072,2026-04-17,2026-04,INVOICE,SO-202604-01044,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Independent Restaurant,Smallwares,SKU-1025,COGS - Chef Knife,79,45.6,3602.4,-3602.4,
TXN-0015073,2026-04-17,2026-04,INVOICE,SO-202604-01044,4000,Product Revenue,Revenue,CUST-036,Tarleton Food Hall,customer,Independent Restaurant,Beverage Equipment,SKU-1017,Espresso Machine,3,2563.9451,7691.84,7691.84,
TXN-0015074,2026-04-17,2026-04,INVOICE,SO-202604-01044,5000,Product COGS,COGS,VEND-003,Aurelio Beverage Systems,vendor,Independent Restaurant,Beverage Equipment,SKU-1017,COGS - Espresso Machine,3,1886.7028,5660.11,-5660.11,
TXN-0015075,2026-04-26,2026-04,INVOICE,SO-202604-01045,4000,Product Revenue,Revenue,CUST-037,Tarleton Grill,customer,Institutional,Smallwares,SKU-1023,Sauce Pan,81,106.3033,8610.56,8610.56,
TXN-0015076,2026-04-26,2026-04,INVOICE,SO-202604-01045,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Institutional,Smallwares,SKU-1023,COGS - Sauce Pan,81,62.218,5039.66,-5039.66,
TXN-0015077,2026-04-26,2026-04,INVOICE,SO-202604-01045,4000,Product Revenue,Revenue,CUST-037,Tarleton Grill,customer,Institutional,Disposables,SKU-1039,Straw Case,46,55.3332,2545.33,2545.33,
TXN-0015078,2026-04-26,2026-04,INVOICE,SO-202604-01045,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Institutional,Disposables,SKU-1039,COGS - Straw Case,46,36.5362,1680.67,-1680.67,
TXN-0015079,2026-04-26,2026-04,INVOICE,SO-202604-01045,4000,Product Revenue,Revenue,CUST-037,Tarleton Grill,customer,Institutional,Disposables,SKU-1038,Deli Paper,46,33.9603,1562.18,1562.18,
TXN-0015080,2026-04-26,2026-04,INVOICE,SO-202604-01045,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Institutional,Disposables,SKU-1038,COGS - Deli Paper,46,22.1958,1021.01,-1021.01,
TXN-0015081,2026-04-26,2026-04,INVOICE,SO-202604-01045,4000,Product Revenue,Revenue,CUST-037,Tarleton Grill,customer,Institutional,Beverage Equipment,SKU-1017,Espresso Machine,3,2389.3976,7168.19,7168.19,
TXN-0015082,2026-04-26,2026-04,INVOICE,SO-202604-01045,5000,Product COGS,COGS,VEND-003,Aurelio Beverage Systems,vendor,Institutional,Beverage Equipment,SKU-1017,COGS - Espresso Machine,3,1747.9658,5243.9,-5243.9,
TXN-0015083,2026-04-26,2026-04,INVOICE,SO-202604-01045,4000,Product Revenue,Revenue,CUST-037,Tarleton Grill,customer,Institutional,Disposables,SKU-1040,Portion Cup,69,54.1817,3738.54,3738.54,
TXN-0015084,2026-04-26,2026-04,INVOICE,SO-202604-01045,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Institutional,Disposables,SKU-1040,COGS - Portion Cup,69,35.4488,2445.97,-2445.97,
TXN-0015085,2026-04-26,2026-04,INVOICE,SO-202604-01045,4000,Product Revenue,Revenue,CUST-037,Tarleton Grill,customer,Institutional,Disposables,SKU-1039,Straw Case,66,57.7846,3813.78,3813.78,
TXN-0015086,2026-04-26,2026-04,INVOICE,SO-202604-01045,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Institutional,Disposables,SKU-1039,COGS - Straw Case,66,38.0716,2512.72,-2512.72,
TXN-0015087,2026-04-26,2026-04,INVOICE,SO-202604-01045,4000,Product Revenue,Revenue,CUST-037,Tarleton Grill,customer,Institutional,Janitorial & Chemicals,SKU-1045,Mop Head,45,173.9821,7829.19,7829.19,
TXN-0015088,2026-04-26,2026-04,INVOICE,SO-202604-01045,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Institutional,Janitorial & Chemicals,SKU-1045,COGS - Mop Head,45,109.1253,4910.64,-4910.64,
TXN-0015089,2026-04-18,2026-04,INVOICE,SO-202604-01046,4000,Product Revenue,Revenue,CUST-038,Old Tavern,customer,Independent Restaurant,Smallwares,SKU-1030,Whisk,61,104.9798,6403.77,6403.77,
TXN-0015090,2026-04-18,2026-04,INVOICE,SO-202604-01046,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Independent Restaurant,Smallwares,SKU-1030,COGS - Whisk,61,62.0889,3787.42,-3787.42,
TXN-0015091,2026-04-18,2026-04,INVOICE,SO-202604-01046,4000,Product Revenue,Revenue,CUST-038,Old Tavern,customer,Independent Restaurant,Disposables,SKU-1034,Napkin Case,111,72.4491,8041.85,8041.85,
TXN-0015092,2026-04-18,2026-04,INVOICE,SO-202604-01046,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Independent Restaurant,Disposables,SKU-1034,COGS - Napkin Case,111,48.2514,5355.9,-5355.9,
TXN-0015093,2026-04-18,2026-04,INVOICE,SO-202604-01046,4000,Product Revenue,Revenue,CUST-038,Old Tavern,customer,Independent Restaurant,Disposables,SKU-1038,Deli Paper,90,32.9518,2965.66,2965.66,
TXN-0015094,2026-04-18,2026-04,INVOICE,SO-202604-01046,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Independent Restaurant,Disposables,SKU-1038,COGS - Deli Paper,90,22.0413,1983.71,-1983.71,
TXN-0015095,2026-04-18,2026-04,INVOICE,SO-202604-01046,4000,Product Revenue,Revenue,CUST-038,Old Tavern,customer,Independent Restaurant,Smallwares,SKU-1032,Storage Container,21,16.2895,342.08,342.08,
TXN-0015096,2026-04-18,2026-04,INVOICE,SO-202604-01046,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Independent Restaurant,Smallwares,SKU-1032,COGS - Storage Container,21,9.5417,200.38,-200.38,
TXN-0015097,2026-04-18,2026-04,INVOICE,SO-202604-01046,4000,Product Revenue,Revenue,CUST-038,Old Tavern,customer,Independent Restaurant,Cooking Equipment,SKU-1010,Convection Oven,2,6206.3791,12412.76,12412.76,
TXN-0015098,2026-04-18,2026-04,INVOICE,SO-202604-01046,5000,Product COGS,COGS,VEND-002,Kettleworks Manufacturing,vendor,Independent Restaurant,Cooking Equipment,SKU-1010,COGS - Convection Oven,2,4831.7522,9663.5,-9663.5,
TXN-0015099,2026-04-27,2026-04,INVOICE,SO-202604-01047,4000,Product Revenue,Revenue,CUST-039,Hartwell Kitchen,customer,Institutional,Janitorial & Chemicals,SKU-1044,Dish Detergent,43,151.291,6505.51,6505.51,
TXN-0015100,2026-04-27,2026-04,INVOICE,SO-202604-01047,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Institutional,Janitorial & Chemicals,SKU-1044,COGS - Dish Detergent,43,92.8535,3992.7,-3992.7,
TXN-0015101,2026-04-27,2026-04,INVOICE,SO-202604-01047,4000,Product Revenue,Revenue,CUST-039,Hartwell Kitchen,customer,Institutional,Janitorial & Chemicals,SKU-1041,Degreaser Concentrate,59,29.9971,1769.83,1769.83,
TXN-0015102,2026-04-27,2026-04,INVOICE,SO-202604-01047,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Institutional,Janitorial & Chemicals,SKU-1041,COGS - Degreaser Concentrate,59,18.638,1099.64,-1099.64,
TXN-0015103,2026-04-27,2026-04,INVOICE,SO-202604-01047,4000,Product Revenue,Revenue,CUST-039,Hartwell Kitchen,customer,Institutional,Cooking Equipment,SKU-1009,Six-Burner Range,1,2661.3574,2661.36,2661.36,
TXN-0015104,2026-04-27,2026-04,INVOICE,SO-202604-01047,5000,Product COGS,COGS,VEND-002,Kettleworks Manufacturing,vendor,Institutional,Cooking Equipment,SKU-1009,COGS - Six-Burner Range,1,2064.8421,2064.84,-2064.84,
TXN-0015105,2026-04-27,2026-04,INVOICE,SO-202604-01047,4000,Product Revenue,Revenue,CUST-039,Hartwell Kitchen,customer,Institutional,Disposables,SKU-1036,Foil Roll,101,30.1364,3043.78,3043.78,
TXN-0015106,2026-04-27,2026-04,INVOICE,SO-202604-01047,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Institutional,Disposables,SKU-1036,COGS - Foil Roll,101,19.9493,2014.88,-2014.88,
TXN-0015107,2026-04-27,2026-04,INVOICE,SO-202604-01047,4000,Product Revenue,Revenue,CUST-039,Hartwell Kitchen,customer,Institutional,Refrigeration,SKU-1006,Merchandiser Cooler,3,1951.518,5854.55,5854.55,
TXN-0015108,2026-04-27,2026-04,INVOICE,SO-202604-01047,5000,Product COGS,COGS,VEND-001,Northline Cold Systems,vendor,Institutional,Refrigeration,SKU-1006,COGS - Merchandiser Cooler,3,1533.4783,4600.43,-4600.43,
TXN-0015109,2026-04-27,2026-04,INVOICE,SO-202604-01047,4000,Product Revenue,Revenue,CUST-039,Hartwell Kitchen,customer,Institutional,Disposables,SKU-1035,Paper Cup Sleeve,11,30.0388,330.43,330.43,
TXN-0015110,2026-04-27,2026-04,INVOICE,SO-202604-01047,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Institutional,Disposables,SKU-1035,COGS - Paper Cup Sleeve,11,19.653,216.18,-216.18,
