invoice_id,customer_id,customer_name,segment,issue_date,terms,due_date,amount,paid_date,days_late
SO-202508-00630,CUST-046,Fairhaven Bistro,Institutional,2025-08-17,Net 30,2025-09-16,45689.93,2025-10-04,18
SO-202508-00631,CUST-023,Ashford Grill,Independent Restaurant,2025-08-16,Net 30,2025-09-15,18979.1,2025-09-20,5
SO-202508-00632,CUST-035,Hollow Tavern,Independent Restaurant,2025-08-16,Net 45,2025-09-30,20811.77,2025-10-06,6
SO-202508-00633,CUST-022,Ockham Provisions,Distributor Resale,2025-08-14,Net 45,2025-09-28,27350.65,2025-10-05,7
SO-202508-00634,CUST-020,Rushmoor Provisions,Independent Restaurant,2025-08-11,Net 30,2025-09-10,21192.75,2025-09-20,10
SO-202508-00635,CUST-042,Tarleton Grill,Independent Restaurant,2025-08-04,Net 15,2025-08-19,29508.51,2025-08-21,2
SO-202508-00636,CUST-029,Pine Bistro,Hotel & Hospitality,2025-08-16,Net 45,2025-09-30,24025.77,2025-10-08,8
SO-202508-00637,CUST-036,Tarleton Food Hall,Independent Restaurant,2025-08-10,Net 30,2025-09-09,21461.5,2025-09-17,8
SO-202509-00638,CUST-001,Copper Fork Group,Restaurant Group,2025-09-07,Net 45,2025-10-22,41518.27,2025-10-25,3
SO-202509-00639,CUST-002,Harborline Hospitality,Hotel & Hospitality,2025-09-04,Net 30,2025-10-04,95464.09,2025-10-03,-1
SO-202509-00640,CUST-003,Vaughn & Sons Restaurant Co,Restaurant Group,2025-09-03,Net 45,2025-10-18,63858.12,2025-10-26,8
SO-202509-00641,CUST-004,Meridian Public Schools,Institutional,2025-09-21,Net 60,2025-11-20,51918.73,2025-11-30,10
SO-202509-00642,CUST-005,Bright Harbor Hotels,Hotel & Hospitality,2025-09-07,Net 30,2025-10-07,58485.99,2025-10-03,-4
SO-202509-00643,CUST-006,Ridgeline Kitchens Group,Restaurant Group,2025-09-02,Net 30,2025-10-02,61475.09,2025-10-09,7
SO-202509-00644,CUST-007,Ashgrove Dining Partners,Restaurant Group,2025-09-05,Net 45,2025-10-20,53863.59,2025-10-22,2
SO-202509-00645,CUST-008,Northfield Medical Center,Institutional,2025-09-28,Net 60,2025-11-27,50202.18,2025-12-08,11
SO-202509-00646,CUST-009,Stonecrest Resale Supply,Distributor Resale,2025-09-19,Net 30,2025-10-19,37943.85,2025-10-24,5
SO-202509-00647,CUST-010,Lakeside Catering Co,Independent Restaurant,2025-09-14,Net 30,2025-10-14,32790.99,2025-10-24,10
SO-202509-00648,CUST-011,Sutton Kitchen,Institutional,2025-09-12,Net 45,2025-10-27,15632.71,2025-11-08,12
SO-202509-00649,CUST-012,Pendry Bistro,Institutional,2025-09-29,Net 45,2025-11-13,32618.53,2025-11-17,4
SO-202509-00650,CUST-013,Brackley Public House,Restaurant Group,2025-09-23,Net 15,2025-10-08,54278.59,2025-10-11,3
SO-202509-00651,CUST-014,Sutton Dining Co,Hotel & Hospitality,2025-09-26,Net 30,2025-10-26,20813.53,2025-10-30,4
SO-202509-00652,CUST-015,Pelham Dining Co,Restaurant Group,2025-09-24,Net 15,2025-10-09,34113.58,2025-10-09,0
SO-202509-00653,CUST-016,Marbury Food Hall,Restaurant Group,2025-09-23,Net 30,2025-10-23,23335.09,2025-10-29,6
SO-202509-00654,CUST-017,Weldon Kitchen,Distributor Resale,2025-09-24,Net 30,2025-10-24,33019.22,2025-10-25,1
SO-202509-00655,CUST-018,Pine Kitchen,Independent Restaurant,2025-09-06,Net 30,2025-10-06,42477.61,2025-10-13,7
SO-202509-00656,CUST-019,Birch Provisions,Independent Restaurant,2025-09-08,Net 30,2025-10-08,45282.65,2025-10-05,-3
SO-202509-00657,CUST-020,Rushmoor Provisions,Independent Restaurant,2025-09-10,Net 30,2025-10-10,22633.89,2025-10-20,10
SO-202509-00658,CUST-021,Quarry Provisions,Independent Restaurant,2025-09-08,Net 15,2025-09-23,31507.25,2025-10-01,8
SO-202509-00659,CUST-022,Ockham Provisions,Distributor Resale,2025-09-10,Net 45,2025-10-25,23083.06,2025-11-04,10
SO-202509-00660,CUST-023,Ashford Grill,Independent Restaurant,2025-09-07,Net 30,2025-10-07,32246.8,2025-10-06,-1
SO-202509-00661,CUST-024,Hollow Kitchen,Independent Restaurant,2025-09-09,Net 30,2025-10-09,24921.5,2025-10-12,3
SO-202509-00662,CUST-025,Pendry Food Hall,Restaurant Group,2025-09-28,Net 15,2025-10-13,32478.29,2025-10-20,7
SO-202509-00663,CUST-026,Old Tavern,Institutional,2025-09-29,Net 30,2025-10-29,36390.6,2025-11-06,8
SO-202509-00664,CUST-027,Wexley Dining Co,Hotel & Hospitality,2025-09-21,Net 30,2025-10-21,39660.31,2025-10-19,-2
SO-202509-00665,CUST-028,Gilman Food Hall,Independent Restaurant,2025-09-20,Net 45,2025-11-04,28541.25,2025-11-03,-1
SO-202509-00666,CUST-029,Pine Bistro,Hotel & Hospitality,2025-09-08,Net 45,2025-10-23,21217.72,2025-10-23,0
SO-202509-00667,CUST-030,Norwood Food Hall,Independent Restaurant,2025-09-07,Net 15,2025-09-22,29217.95,2025-09-25,3
SO-202509-00668,CUST-031,Sutton Eatery,Independent Restaurant,2025-09-17,Net 30,2025-10-17,17084.2,2025-10-16,-1
SO-202509-00669,CUST-032,Ashford Dining Co,Institutional,2025-09-25,Net 30,2025-10-25,43310.44,2025-11-09,15
SO-202509-00670,CUST-033,Norwood Tavern,Independent Restaurant,2025-09-20,Net 15,2025-10-05,33407.56,2025-10-09,4
SO-202509-00671,CUST-034,Ravensworth Eatery,Independent Restaurant,2025-09-22,Net 15,2025-10-07,43368.34,2025-10-16,9
SO-202509-00672,CUST-035,Hollow Tavern,Independent Restaurant,2025-09-27,Net 45,2025-11-11,40746.28,2025-11-12,1
SO-202509-00673,CUST-036,Tarleton Food Hall,Independent Restaurant,2025-09-28,Net 30,2025-10-28,14428.91,2025-10-27,-1
SO-202509-00674,CUST-037,Tarleton Grill,Institutional,2025-09-06,Net 45,2025-10-21,52352.47,2025-10-26,5
SO-202509-00675,CUST-038,Old Tavern,Independent Restaurant,2025-09-29,Net 15,2025-10-14,35460.26,2025-10-20,6
SO-202509-00676,CUST-039,Hartwell Kitchen,Institutional,2025-09-26,Net 15,2025-10-11,51739.06,2025-10-26,15
SO-202509-00677,CUST-040,Marlow Hospitality Group,Restaurant Group,2025-09-25,Net 30,2025-10-25,26099.65,2025-11-05,11
SO-202509-00678,CUST-041,Quarry Dining Co,Distributor Resale,2025-09-18,Net 15,2025-10-03,26613.18,2025-09-29,-4
SO-202509-00679,CUST-042,Tarleton Grill,Independent Restaurant,2025-09-24,Net 15,2025-10-09,33040.99,2025-10-03,-6
SO-202509-00680,CUST-043,Quarry Provisions,Independent Restaurant,2025-09-13,Net 30,2025-10-13,39373.59,2025-10-22,9
SO-202509-00681,CUST-044,Fairhaven Provisions,Distributor Resale,2025-09-06,Net 15,2025-09-21,34236.2,2025-09-26,5
SO-202509-00682,CUST-045,Weldon Grill,Hotel & Hospitality,2025-09-21,Net 30,2025-10-21,48090.6,2025-10-23,2
SO-202509-00683,CUST-046,Fairhaven Bistro,Institutional,2025-09-30,Net 30,2025-10-30,26622.24,2025-11-09,10
SO-202509-00684,CUST-023,Ashford Grill,Independent Restaurant,2025-09-29,Net 30,2025-10-29,29608.29,2025-10-30,1
SO-202509-00685,CUST-035,Hollow Tavern,Independent Restaurant,2025-09-07,Net 45,2025-10-22,26865.41,2025-10-30,8
SO-202509-00686,CUST-022,Ockham Provisions,Distributor Resale,2025-09-04,Net 45,2025-10-19,34122.31,2025-10-24,5
SO-202509-00687,CUST-020,Rushmoor Provisions,Independent Restaurant,2025-09-04,Net 30,2025-10-04,20352.66,2025-10-13,9
SO-202509-00688,CUST-042,Tarleton Grill,Independent Restaurant,2025-09-12,Net 15,2025-09-27,25218.94,2025-09-22,-5
SO-202509-00689,CUST-029,Pine Bistro,Hotel & Hospitality,2025-09-23,Net 45,2025-11-07,22268.84,2025-11-15,8
SO-202509-00690,CUST-036,Tarleton Food Hall,Independent Restaurant,2025-09-12,Net 30,2025-10-12,23916.8,2025-10-17,5
SO-202510-00691,CUST-001,Copper Fork Group,Restaurant Group,2025-10-21,Net 45,2025-12-05,112393.71,2025-12-05,0
SO-202510-00692,CUST-002,Harborline Hospitality,Hotel & Hospitality,2025-10-21,Net 30,2025-11-20,92523.32,2025-11-28,8
SO-202510-00693,CUST-003,Vaughn & Sons Restaurant Co,Restaurant Group,2025-10-01,Net 45,2025-11-15,90209.73,2025-11-16,1
SO-202510-00694,CUST-004,Meridian Public Schools,Institutional,2025-10-10,Net 60,2025-12-09,79740.98,2025-12-24,15
SO-202510-00695,CUST-005,Bright Harbor Hotels,Hotel & Hospitality,2025-10-07,Net 30,2025-11-06,62377.56,2025-11-03,-3
SO-202510-00696,CUST-006,Ridgeline Kitchens Group,Restaurant Group,2025-10-06,Net 30,2025-11-05,47982.34,2025-11-15,10
SO-202510-00697,CUST-007,Ashgrove Dining Partners,Restaurant Group,2025-10-14,Net 45,2025-11-28,62329.7,2025-12-03,5
SO-202510-00698,CUST-008,Northfield Medical Center,Institutional,2025-10-28,Net 60,2025-12-27,39158.6,2026-01-02,6
SO-202510-00699,CUST-009,Stonecrest Resale Supply,Distributor Resale,2025-10-05,Net 30,2025-11-04,50367.62,2025-11-16,12
SO-202510-00700,CUST-010,Lakeside Catering Co,Independent Restaurant,2025-10-06,Net 30,2025-11-05,45401.14,2025-11-13,8
SO-202510-00701,CUST-011,Sutton Kitchen,Institutional,2025-10-01,Net 45,2025-11-15,30519.83,2025-11-24,9
SO-202510-00702,CUST-012,Pendry Bistro,Institutional,2025-10-21,Net 45,2025-12-05,39151.41,2025-12-09,4
SO-202510-00703,CUST-013,Brackley Public House,Restaurant Group,2025-10-09,Net 15,2025-10-24,61825.59,2025-11-03,10
SO-202510-00704,CUST-014,Sutton Dining Co,Hotel & Hospitality,2025-10-18,Net 30,2025-11-17,25608.26,2025-11-24,7
SO-202510-00705,CUST-015,Pelham Dining Co,Restaurant Group,2025-10-27,Net 15,2025-11-11,51588.0,2025-11-13,2
SO-202510-00706,CUST-016,Marbury Food Hall,Restaurant Group,2025-10-24,Net 30,2025-11-23,37106.85,2025-11-30,7
SO-202510-00707,CUST-017,Weldon Kitchen,Distributor Resale,2025-10-11,Net 30,2025-11-10,37595.5,2025-11-13,3
SO-202510-00708,CUST-018,Pine Kitchen,Independent Restaurant,2025-10-28,Net 30,2025-11-27,46312.0,2025-12-04,7
SO-202510-00709,CUST-019,Birch Provisions,Independent Restaurant,2025-10-21,Net 30,2025-11-20,62925.66,2025-11-23,3
SO-202510-00710,CUST-020,Rushmoor Provisions,Independent Restaurant,2025-10-13,Net 30,2025-11-12,32810.46,2025-11-20,8
SO-202510-00711,CUST-021,Quarry Provisions,Independent Restaurant,2025-10-10,Net 15,2025-10-25,29842.94,2025-11-01,7
SO-202510-00712,CUST-022,Ockham Provisions,Distributor Resale,2025-10-24,Net 45,2025-12-08,28241.55,2025-12-17,9
SO-202510-00713,CUST-023,Ashford Grill,Independent Restaurant,2025-10-26,Net 30,2025-11-25,41242.37,2025-11-25,0
SO-202510-00714,CUST-024,Hollow Kitchen,Independent Restaurant,2025-10-05,Net 30,2025-11-04,21744.96,2025-11-01,-3
SO-202510-00715,CUST-025,Pendry Food Hall,Restaurant Group,2025-10-12,Net 15,2025-10-27,34296.12,2025-10-31,4
SO-202510-00716,CUST-026,Old Tavern,Institutional,2025-10-22,Net 30,2025-11-21,39314.79,2025-11-30,9
SO-202510-00717,CUST-027,Wexley Dining Co,Hotel & Hospitality,2025-10-22,Net 30,2025-11-21,32787.75,2025-11-21,0
SO-202510-00718,CUST-028,Gilman Food Hall,Independent Restaurant,2025-10-12,Net 45,2025-11-26,48344.27,2025-11-25,-1
SO-202510-00719,CUST-029,Pine Bistro,Hotel & Hospitality,2025-10-31,Net 45,2025-12-15,33234.99,2025-12-23,8
SO-202510-00720,CUST-030,Norwood Food Hall,Independent Restaurant,2025-10-26,Net 15,2025-11-10,33988.17,2025-11-13,3
SO-202510-00721,CUST-031,Sutton Eatery,Independent Restaurant,2025-10-30,Net 30,2025-11-29,24749.34,2025-12-06,7
SO-202510-00722,CUST-032,Ashford Dining Co,Institutional,2025-10-16,Net 30,2025-11-15,41477.85,2025-11-25,10
SO-202510-00723,CUST-033,Norwood Tavern,Independent Restaurant,2025-10-12,Net 15,2025-10-27,39310.79,2025-11-01,5
SO-202510-00724,CUST-034,Ravensworth Eatery,Independent Restaurant,2025-10-23,Net 15,2025-11-07,50679.03,2025-11-14,7
SO-202510-00725,CUST-035,Hollow Tavern,Independent Restaurant,2025-10-02,Net 45,2025-11-16,41872.71,2025-11-23,7
SO-202510-00726,CUST-036,Tarleton Food Hall,Independent Restaurant,2025-10-24,Net 30,2025-11-23,16386.03,2025-11-26,3
SO-202510-00727,CUST-037,Tarleton Grill,Institutional,2025-10-01,Net 45,2025-11-15,45696.3,2025-11-20,5
SO-202510-00728,CUST-038,Old Tavern,Independent Restaurant,2025-10-01,Net 15,2025-10-16,31882.99,2025-10-24,8
SO-202510-00729,CUST-039,Hartwell Kitchen,Institutional,2025-10-27,Net 15,2025-11-11,47828.69,2025-11-18,7
SO-202510-00730,CUST-040,Marlow Hospitality Group,Restaurant Group,2025-10-12,Net 30,2025-11-11,24936.86,2025-11-18,7
SO-202510-00731,CUST-041,Quarry Dining Co,Distributor Resale,2025-10-17,Net 15,2025-11-01,40761.64,2025-11-07,6
SO-202510-00732,CUST-042,Tarleton Grill,Independent Restaurant,2025-10-14,Net 15,2025-10-29,27323.04,2025-10-29,0
SO-202510-00733,CUST-043,Quarry Provisions,Independent Restaurant,2025-10-26,Net 30,2025-11-25,49917.17,2025-12-04,9
SO-202510-00734,CUST-044,Fairhaven Provisions,Distributor Resale,2025-10-19,Net 15,2025-11-03,39281.53,2025-11-09,6
SO-202510-00735,CUST-045,Weldon Grill,Hotel & Hospitality,2025-10-17,Net 30,2025-11-16,44749.99,2025-11-24,8
SO-202510-00736,CUST-046,Fairhaven Bistro,Institutional,2025-10-11,Net 30,2025-11-10,41974.49,2025-11-22,12
SO-202510-00737,CUST-023,Ashford Grill,Independent Restaurant,2025-10-21,Net 30,2025-11-20,19627.74,2025-11-22,2
SO-202510-00738,CUST-035,Hollow Tavern,Independent Restaurant,2025-10-05,Net 45,2025-11-19,22459.99,2025-11-27,8
SO-202510-00739,CUST-022,Ockham Provisions,Distributor Resale,2025-10-25,Net 45,2025-12-09,27096.31,2025-12-16,7
SO-202510-00740,CUST-020,Rushmoor Provisions,Independent Restaurant,2025-10-17,Net 30,2025-11-16,19593.0,2025-11-26,10
SO-202510-00741,CUST-042,Tarleton Grill,Independent Restaurant,2025-10-02,Net 15,2025-10-17,38661.18,2025-10-14,-3
SO-202510-00742,CUST-029,Pine Bistro,Hotel & Hospitality,2025-10-27,Net 45,2025-12-11,33638.65,2025-12-15,4
SO-202510-00743,CUST-036,Tarleton Food Hall,Independent Restaurant,2025-10-14,Net 30,2025-11-13,18425.11,2025-11-18,5
SO-202510-00744,CUST-001,Copper Fork Group,Restaurant Group,2025-10-15,Net 45,2025-11-29,281071.93,2025-11-28,-1
SO-202511-00745,CUST-001,Copper Fork Group,Restaurant Group,2025-11-12,Net 45,2025-12-27,121270.91,2026-01-01,5
SO-202511-00746,CUST-002,Harborline Hospitality,Hotel & Hospitality,2025-11-11,Net 30,2025-12-11,119804.2,2025-12-16,5
SO-202511-00747,CUST-003,Vaughn & Sons Restaurant Co,Restaurant Group,2025-11-21,Net 45,2026-01-05,101284.55,2026-01-10,5
SO-202511-00748,CUST-004,Meridian Public Schools,Institutional,2025-11-14,Net 60,2026-01-13,81814.9,2026-02-01,19
SO-202511-00749,CUST-005,Bright Harbor Hotels,Hotel & Hospitality,2025-11-23,Net 30,2025-12-23,71260.75,2025-12-26,3
SO-202511-00750,CUST-006,Ridgeline Kitchens Group,Restaurant Group,2025-11-02,Net 30,2025-12-02,86107.15,2025-12-12,10
SO-202511-00751,CUST-007,Ashgrove Dining Partners,Restaurant Group,2025-11-12,Net 45,2025-12-27,59799.73,2025-12-30,3
SO-202511-00752,CUST-008,Northfield Medical Center,Institutional,2025-11-20,Net 60,2026-01-19,65277.08,2026-01-29,10
SO-202511-00753,CUST-009,Stonecrest Resale Supply,Distributor Resale,2025-11-23,Net 30,2025-12-23,49937.32,2026-01-05,13
SO-202511-00754,CUST-010,Lakeside Catering Co,Independent Restaurant,2025-11-03,Net 30,2025-12-03,49311.56,2025-12-13,10
SO-202511-00755,CUST-011,Sutton Kitchen,Institutional,2025-11-05,Net 45,2025-12-20,28963.0,2025-12-27,7
SO-202511-00756,CUST-012,Pendry Bistro,Institutional,2025-11-25,Net 45,2026-01-09,32514.56,2026-01-18,9
SO-202511-00757,CUST-013,Brackley Public House,Restaurant Group,2025-11-26,Net 15,2025-12-11,60856.3,2025-12-15,4
SO-202511-00758,CUST-014,Sutton Dining Co,Hotel & Hospitality,2025-11-12,Net 30,2025-12-12,24978.54,2025-12-18,6
SO-202511-00759,CUST-015,Pelham Dining Co,Restaurant Group,2025-11-15,Net 15,2025-11-30,39793.11,2025-12-03,3
SO-202511-00760,CUST-016,Marbury Food Hall,Restaurant Group,2025-11-30,Net 30,2025-12-30,44121.88,2026-01-02,3
SO-202511-00761,CUST-017,Weldon Kitchen,Distributor Resale,2025-11-27,Net 30,2025-12-27,44223.54,2025-12-28,1
SO-202511-00762,CUST-018,Pine Kitchen,Independent Restaurant,2025-11-10,Net 30,2025-12-10,56258.51,2025-12-12,2
SO-202511-00763,CUST-019,Birch Provisions,Independent Restaurant,2025-11-02,Net 30,2025-12-02,70485.52,2025-12-01,-1
SO-202511-00764,CUST-020,Rushmoor Provisions,Independent Restaurant,2025-11-29,Net 30,2025-12-29,38694.5,2026-01-07,9
SO-202511-00765,CUST-021,Quarry Provisions,Independent Restaurant,2025-11-20,Net 15,2025-12-05,28509.26,2025-12-13,8
SO-202511-00766,CUST-022,Ockham Provisions,Distributor Resale,2025-11-29,Net 45,2026-01-13,33126.6,2026-01-16,3
SO-202511-00767,CUST-023,Ashford Grill,Independent Restaurant,2025-11-17,Net 30,2025-12-17,47555.52,2025-12-23,6
SO-202511-00768,CUST-024,Hollow Kitchen,Independent Restaurant,2025-11-16,Net 30,2025-12-16,28003.76,2025-12-16,0
SO-202511-00769,CUST-025,Pendry Food Hall,Restaurant Group,2025-11-29,Net 15,2025-12-14,38324.93,2025-12-20,6
SO-202511-00770,CUST-026,Old Tavern,Institutional,2025-11-03,Net 30,2025-12-03,48349.89,2025-12-15,12
SO-202511-00771,CUST-027,Wexley Dining Co,Hotel & Hospitality,2025-11-17,Net 30,2025-12-17,31869.73,2025-12-17,0
SO-202511-00772,CUST-028,Gilman Food Hall,Independent Restaurant,2025-11-25,Net 45,2026-01-09,54279.48,2026-01-09,0
SO-202511-00773,CUST-029,Pine Bistro,Hotel & Hospitality,2025-11-02,Net 45,2025-12-17,36000.05,2025-12-21,4
SO-202511-00774,CUST-030,Norwood Food Hall,Independent Restaurant,2025-11-04,Net 15,2025-11-19,39514.28,2025-11-18,-1
SO-202511-00775,CUST-031,Sutton Eatery,Independent Restaurant,2025-11-06,Net 30,2025-12-06,32675.0,2025-12-05,-1
SO-202511-00776,CUST-032,Ashford Dining Co,Institutional,2025-11-03,Net 30,2025-12-03,64186.11,2025-12-16,13
SO-202511-00777,CUST-033,Norwood Tavern,Independent Restaurant,2025-11-06,Net 15,2025-11-21,61032.03,2025-11-23,2
SO-202511-00778,CUST-034,Ravensworth Eatery,Independent Restaurant,2025-11-02,Net 15,2025-11-17,45133.64,2025-11-25,8
SO-202511-00779,CUST-035,Hollow Tavern,Independent Restaurant,2025-11-21,Net 45,2026-01-05,52320.2,2026-01-06,1
SO-202511-00780,CUST-036,Tarleton Food Hall,Independent Restaurant,2025-11-21,Net 30,2025-12-21,14901.16,2025-12-28,7
SO-202511-00781,CUST-037,Tarleton Grill,Institutional,2025-11-28,Net 45,2026-01-12,52154.73,2026-01-20,8
SO-202511-00782,CUST-038,Old Tavern,Independent Restaurant,2025-11-19,Net 15,2025-12-04,43936.29,2025-12-16,12
SO-202511-00783,CUST-039,Hartwell Kitchen,Institutional,2025-11-01,Net 15,2025-11-16,43945.29,2025-11-27,11
SO-202511-00784,CUST-040,Marlow Hospitality Group,Restaurant Group,2025-11-29,Net 30,2025-12-29,34162.88,2026-01-08,10
SO-202511-00785,CUST-041,Quarry Dining Co,Distributor Resale,2025-11-22,Net 15,2025-12-07,32092.73,2025-12-09,2
SO-202511-00786,CUST-042,Tarleton Grill,Independent Restaurant,2025-11-28,Net 15,2025-12-13,50476.56,2025-12-07,-6
SO-202511-00787,CUST-043,Quarry Provisions,Independent Restaurant,2025-11-29,Net 30,2025-12-29,55751.73,2026-01-05,7
SO-202511-00788,CUST-044,Fairhaven Provisions,Distributor Resale,2025-11-29,Net 15,2025-12-14,48048.44,2025-12-20,6
SO-202511-00789,CUST-045,Weldon Grill,Hotel & Hospitality,2025-11-17,Net 30,2025-12-17,53931.46,2025-12-22,5
SO-202511-00790,CUST-046,Fairhaven Bistro,Institutional,2025-11-04,Net 30,2025-12-04,38942.36,2025-12-21,17
SO-202511-00791,CUST-023,Ashford Grill,Independent Restaurant,2025-11-12,Net 30,2025-12-12,19855.8,2025-12-14,2
SO-202511-00792,CUST-035,Hollow Tavern,Independent Restaurant,2025-11-21,Net 45,2026-01-05,19608.67,2026-01-05,0
SO-202511-00793,CUST-022,Ockham Provisions,Distributor Resale,2025-11-29,Net 45,2026-01-13,19542.11,2026-01-23,10
SO-202511-00794,CUST-020,Rushmoor Provisions,Independent Restaurant,2025-11-18,Net 30,2025-12-18,21146.61,2025-12-23,5
SO-202511-00795,CUST-042,Tarleton Grill,Independent Restaurant,2025-11-14,Net 15,2025-11-29,24089.09,2025-11-23,-6
SO-202511-00796,CUST-029,Pine Bistro,Hotel & Hospitality,2025-11-07,Net 45,2025-12-22,33293.56,2025-12-25,3
SO-202511-00797,CUST-036,Tarleton Food Hall,Independent Restaurant,2025-11-23,Net 30,2025-12-23,22542.57,2025-12-22,-1
SO-202512-00798,CUST-001,Copper Fork Group,Restaurant Group,2025-12-22,Net 45,2026-02-05,131646.62,2026-02-11,6
SO-202512-00799,CUST-002,Harborline Hospitality,Hotel & Hospitality,2025-12-10,Net 30,2026-01-09,118243.57,2026-01-17,8
SO-202512-00800,CUST-003,Vaughn & Sons Restaurant Co,Restaurant Group,2025-12-01,Net 45,2026-01-15,73237.75,2026-01-14,-1
SO-202512-00801,CUST-004,Meridian Public Schools,Institutional,2025-12-03,Net 60,2026-02-01,71487.27,2026-02-14,13
SO-202512-00802,CUST-005,Bright Harbor Hotels,Hotel & Hospitality,2025-12-23,Net 30,2026-01-22,55010.64,2026-01-17,-5
SO-202512-00803,CUST-006,Ridgeline Kitchens Group,Restaurant Group,2025-12-09,Net 30,2026-01-08,67204.37,2026-01-20,12
SO-202512-00804,CUST-007,Ashgrove Dining Partners,Restaurant Group,2025-12-10,Net 45,2026-01-24,58108.29,2026-01-31,7
SO-202512-00805,CUST-008,Northfield Medical Center,Institutional,2025-12-31,Net 60,2026-03-01,41850.18,2026-03-08,7
SO-202512-00806,CUST-009,Stonecrest Resale Supply,Distributor Resale,2025-12-15,Net 30,2026-01-14,49710.39,2026-01-23,9
SO-202512-00807,CUST-010,Lakeside Catering Co,Independent Restaurant,2025-12-02,Net 30,2026-01-01,48706.22,2026-01-09,8
SO-202512-00808,CUST-011,Sutton Kitchen,Institutional,2025-12-09,Net 45,2026-01-23,23470.15,2026-02-01,9
SO-202512-00809,CUST-012,Pendry Bistro,Institutional,2025-12-17,Net 45,2026-01-31,43873.65,2026-02-04,4
SO-202512-00810,CUST-013,Brackley Public House,Restaurant Group,2025-12-24,Net 15,2026-01-08,60504.91,2026-01-13,5
SO-202512-00811,CUST-014,Sutton Dining Co,Hotel & Hospitality,2025-12-11,Net 30,2026-01-10,29528.22,2026-01-22,12
SO-202512-00812,CUST-015,Pelham Dining Co,Restaurant Group,2025-12-15,Net 15,2025-12-30,47241.22,2025-12-29,-1
SO-202512-00813,CUST-016,Marbury Food Hall,Restaurant Group,2025-12-24,Net 30,2026-01-23,44489.95,2026-01-31,8
SO-202512-00814,CUST-017,Weldon Kitchen,Distributor Resale,2025-12-26,Net 30,2026-01-25,44266.16,2026-01-30,5
SO-202512-00815,CUST-018,Pine Kitchen,Independent Restaurant,2025-12-20,Net 30,2026-01-19,41167.81,2026-01-25,6
SO-202512-00816,CUST-019,Birch Provisions,Independent Restaurant,2025-12-23,Net 30,2026-01-22,65062.2,2026-01-20,-2
SO-202512-00817,CUST-020,Rushmoor Provisions,Independent Restaurant,2025-12-30,Net 30,2026-01-29,27087.76,2026-02-11,13
SO-202512-00818,CUST-021,Quarry Provisions,Independent Restaurant,2025-12-01,Net 15,2025-12-16,29746.68,2025-12-19,3
SO-202512-00819,CUST-022,Ockham Provisions,Distributor Resale,2025-12-21,Net 45,2026-02-04,17833.42,2026-02-12,8
SO-202512-00820,CUST-023,Ashford Grill,Independent Restaurant,2025-12-01,Net 30,2025-12-31,35882.92,2026-01-02,2
SO-202512-00821,CUST-024,Hollow Kitchen,Independent Restaurant,2025-12-11,Net 30,2026-01-10,16035.65,2026-01-10,0
SO-202512-00822,CUST-025,Pendry Food Hall,Restaurant Group,2025-12-06,Net 15,2025-12-21,30074.91,2025-12-30,9
SO-202512-00823,CUST-026,Old Tavern,Institutional,2025-12-15,Net 30,2026-01-14,34264.61,2026-01-30,16
SO-202512-00824,CUST-027,Wexley Dining Co,Hotel & Hospitality,2025-12-03,Net 30,2026-01-02,31873.63,2026-01-05,3
SO-202512-00825,CUST-028,Gilman Food Hall,Independent Restaurant,2025-12-18,Net 45,2026-02-01,41246.32,2026-01-31,-1
SO-202512-00826,CUST-029,Pine Bistro,Hotel & Hospitality,2025-12-04,Net 45,2026-01-18,34937.75,2026-01-27,9
SO-202512-00827,CUST-030,Norwood Food Hall,Independent Restaurant,2025-12-04,Net 15,2025-12-19,35457.55,2025-12-17,-2
SO-202512-00828,CUST-031,Sutton Eatery,Independent Restaurant,2025-12-09,Net 30,2026-01-08,32494.09,2026-01-07,-1
SO-202512-00829,CUST-032,Ashford Dining Co,Institutional,2025-12-06,Net 30,2026-01-05,54559.04,2026-01-16,11
SO-202512-00830,CUST-033,Norwood Tavern,Independent Restaurant,2025-12-10,Net 15,2025-12-25,50530.37,2025-12-28,3
SO-202512-00831,CUST-034,Ravensworth Eatery,Independent Restaurant,2025-12-26,Net 15,2026-01-10,46785.9,2026-01-23,13
SO-202512-00832,CUST-035,Hollow Tavern,Independent Restaurant,2025-12-15,Net 45,2026-01-29,47367.47,2026-02-06,8
SO-202512-00833,CUST-036,Tarleton Food Hall,Independent Restaurant,2025-12-24,Net 30,2026-01-23,22452.85,2026-01-26,3
SO-202512-00834,CUST-037,Tarleton Grill,Institutional,2025-12-26,Net 45,2026-02-09,35443.87,2026-02-23,14
SO-202512-00835,CUST-038,Old Tavern,Independent Restaurant,2025-12-31,Net 15,2026-01-15,32498.24,2026-01-23,8
SO-202512-00836,CUST-039,Hartwell Kitchen,Institutional,2025-12-14,Net 15,2025-12-29,48596.87,2026-01-05,7
SO-202512-00837,CUST-040,Marlow Hospitality Group,Restaurant Group,2025-12-09,Net 30,2026-01-08,26085.73,2026-01-20,12
SO-202512-00838,CUST-041,Quarry Dining Co,Distributor Resale,2025-12-01,Net 15,2025-12-16,26429.56,2025-12-15,-1
SO-202512-00839,CUST-042,Tarleton Grill,Independent Restaurant,2025-12-02,Net 15,2025-12-17,27924.02,2025-12-12,-5
